http://apple.com,https://www.apple.com/#ac-gn-menustate,https://www.apple.com/us/shop/goto/bag,https://www.apple.com/us/search
http://www.google.com
http://cloudflare.com
http://microsoft.com,https://www.microsoft.com/nl-nl/,https://www.microsoft.com/microsoft-365,https://www.microsoft.com/microsoft-365/microsoft-office
http://support.google.com,https://support.google.com/?tab=uu,https://support.google.com/support_portal,https://www.google.nl/intl/en/about/products?tab=uh
http://play.google.com,https://www.google.nl/intl/en/about/products?tab=8h,https://accounts.google.com/ServiceLogin?passive=1209600&continue=https://play.google.com/store&followup=https://play.google.com/store&ec=GAZATg,https://policies.google.com/technologies/cookies
http://youtube.com,https://accounts.google.com/ServiceLogin?hl=en-GB&continue=https://youtube.com/&gae=cb-23983172,https://policies.google.com/technologies/cookies?hl=en-GB&utm_source=ucb,https://consent.youtube.com/d?continue=https://youtube.com/&gl=NL&hl=en-GB&pc=yt&uxe=23983172&src=1
http://www.blogger.com,https://www.blogger.com/about/?bpli=1#maincontent,https://www.blogger.com/go/home,https://www.blogger.com/go/signin
http://mozilla.org
http://youtu.be,https://accounts.google.com/ServiceLogin?hl=en-GB&continue=https://www.youtube.com/?feature%3Dyoutu.be&gae=cb-23983172,https://policies.google.com/technologies/cookies?hl=en-GB&utm_source=ucb,https://consent.youtube.com/d?continue=https://www.youtube.com/?feature%3Dyoutu.be&gl=NL&hl=en-GB&pc=yt&uxe=23983172&src=1
http://maps.google.com,https://accounts.google.com/ServiceLogin?hl=en&continue=https://www.google.com/maps&gae=cb-,https://policies.google.com/technologies/cookies?hl=en&utm_source=ucb,https://consent.google.com/d?continue=https://www.google.com/maps&gl=NL&hl=en&pc=m&src=1
http://wordpress.org
http://docs.google.com,https://accounts.google.com/signin/usernamerecovery?continue=https%3A%2F%2Fdocs.google.com%2F&hl=nl,https://accounts.google.com/AccountChooser?continue=https%3A%2F%2Fdocs.google.com%2F&followup=https%3A%2F%2Fdocs.google.com%2F&rip=1&emr=1,https://accounts.google.com/SignUp?continue=https%3A%2F%2Fdocs.google.com%2F
http://en.wikipedia.org,https://en.wikipedia.org/wiki/Main_Page#mw-head,https://en.wikipedia.org/wiki/Main_Page#searchInput,https://en.wikipedia.org/wiki/Wikipedia
