200,200,linkedin.com/?trk=guest_homepage-basic_nav-header-logo
200,200,apple.com/us/search
200,200,linkedin.com/#main-content
200,200,apple.com/#ac-gn-menustate
200,200,linkedin.com/legal/cookie-policy
200,200,en.wikipedia.org/wiki/Main_Page#searchInput
200,200,microsoft.com/microsoft-365/microsoft-office
200,200,en.wikipedia.org/wiki/Main_Page#mw-head
200,200,apple.com/us/shop/goto/bag
200,200,en.wikipedia.org/wiki/Wikipedia
200,200,support.google.com/support_portal
200,200,blogger.com/about/?bpli=1#maincontent
200,200,policies.google.com/technologies/cookies?hl=en-GB&utm_source=ucb
200,200,policies.google.com/technologies/cookies?hl=en-GB&utm_source=ucb
200,200,blogger.com/go/home
200,200,policies.google.com/technologies/cookies
200,200,policies.google.com/technologies/cookies?hl=en&utm_source=ucb
200,200,accounts.google.com/SignUp?continue=https%3A%2F%2Fdocs.google.com%2F
200,200,policies.google.com/technologies/cookies?hl=en-GB&utm_source=ucb
200,200,policies.google.com/technologies/cookies?hl=en-GB&utm_source=ucb
200,200,europa.eu/#content
200,200,europa.eu/#menu
200,200,support.google.com/?tab=uu
200,200,europa.eu/european-union/index_en
200,200,blogger.com/go/signin
200,200,adobe.com/creativecloud/buy/students.html?promoid=P79NQTWV&mv=other
200,200,accounts.google.com/ServiceLogin?hl=en-GB&continue=https://www.youtube.com/?feature%3Dyoutu.be&gae=cb-23983172
200,200,adobe.com/creativecloud/catalog/desktop.html?promoid=PTYTQ77P&mv=other#mini-plans-web-cta-creative-cloud-card
200,200,accounts.google.com/ServiceLogin?passive=1209600&continue=https://play.google.com/store&followup=https://play.google.com/store&ec=GAZATg
200,200,adobe.com/creativecloud.html
200,200,accounts.google.com/ServiceLogin?hl=en&continue=https://www.google.com/maps&gae=cb-
200,200,es.wikipedia.org/wiki/Wikipedia:Bienvenidos
200,200,es.wikipedia.org/wiki/Wikipedia:Portada#searchInput
200,200,es.wikipedia.org/wiki/Wikipedia:Portada#mw-head
200,200,microsoft.com/microsoft-365
200,200,pt.wikipedia.org/wiki/Especial:Minha_discuss%C3%A3o
200,200,accounts.google.com/SignUp?continue=https%3A%2F%2Fplus.google.com%2F
200,200,pt.wikipedia.org/wiki/Wikip%C3%A9dia:P%C3%A1gina_principal
200,200,pt.wikipedia.org/wiki/Wikip%C3%A9dia:P%C3%A1gina_principal#content
200,200,bbc.co.uk/accessibility
200,200,bbc.co.uk/accessibility
200,200,meunegocio.uol.com.br/?utm_source=uol.com.br&utm_medium=barrauol&utm_campaign=linkfixo-barrauol-umn&utm_term=barrauol-umn&utm_content=barrauol-umn
200,200,uol.com.br/#versao-mobile
200,200,accounts.google.com/AccountChooser?continue=https%3A%2F%2Fdocs.google.com%2F&followup=https%3A%2F%2Fdocs.google.com%2F&rip=1&emr=1
200,200,batepapo.uol.com.br
200,200,accounts.google.com/SignUp?continue=https%3A%2F%2Faccounts.google.com%2F
200,200,bbc.co.uk/#main-heading
200,200,amazon.com/ap/signin?openid.pape.max_auth_age=0&openid.return_to=https%3A%2F%2Famazon.com%2F%3F_encoding%3DUTF8%26ref_%3Dnav_ya_signin&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&
200,200,vk.com/away.php?to=https%3A%2F%2Fwww.opera.com&badbrowser=opera
200,200,accounts.google.com/ServiceLogin?service=wise&passive=true&continue=http%3A%2F%2Fdrive.google.com%2F%3Futm_source%3Den&utm_medium=button&utm_campaign=web&utm_content=gotodrive&usp=gtd&ltmpl=drive
200,200,vk.com/away.php?to=https%3A%2F%2Fwww.google.com%2Fchrome&badbrowser=chrome
200,200,vk.com/away.php?to=https%3A%2F%2Fwww.google.com%2Fchrome&badbrowser=chrome
200,200,bbc.com
200,200,amazon.com/ref=nav_logo
200,200,vk.com/away.php?to=https%3A%2F%2Fwww.mozilla.org&badbrowser=firefox
200,200,vk.com/away.php?to=https%3A%2F%2Fwww.mozilla.org&badbrowser=firefox
200,200,amazon.com/gp/customer-preferences/select-language/ref=topnav_lang_ais?preferencesReturnUrl=%2F
200,200,edition.cnn.com/politics
200,200,github.com/join?ref_cta=Sign+up&ref_loc=header+logged+out&ref_page=%2F&source=header-home
200,200,github.com/#start-of-content
200,200,edition.cnn.com/world
200,200,meta.wikimedia.org/wiki/Our_projects
200,200,edition.cnn.com
200,200,meta.wikimedia.org/wiki/Special:MyLanguage/Wikimedia_chapters
200,200,creativecommons.org/use-remix
200,200,forbes.com/forbes-400
200,200,docs.github.com/articles/supported-browsers
200,200,creativecommons.org/share-your-work
200,200,opera.com/features
200,200,meta.wikimedia.org/wiki/Special:MyLanguage/Wikimedia_movement
200,200,forbes.com/billionaires
200,200,mail.yahoo.com
200,200,creativecommons.org/#content
200,200,accounts.google.com/AccountChooser?continue=https%3A%2F%2Fplus.google.com%2F&followup=https%3A%2F%2Fplus.google.com%2F&osid=1&rip=1
200,200,forbes.com/worlds-billionaires
200,200,vimeo.com/solutions/marketing
